category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Behavioral & Mental Health","Veteran Reintegration Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-900&cid=38542","Philadelphia Veterans Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaVeteransCenter_1147_12_0,http://www.va.gov/directory/guide/facility.asp?id=590","(215) 627-0238  ,(877) 927-8387 ","801 Arch St Suite 502  Philadelphia , PA  19107 ","19107","","Philadelphia Veterans Center information provided by: the Pennsylvania Prison Society Provides intensive outpatient for honorably discharged veterans and outpatient facilities. Normal working hours are 8:00am to 4:30pm Monday through Friday. In an effort to better serve the veteran and family members, upon request Vet Centers will provide services after normal work hours and/or on weekends. "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Asociacion de Puertoquenos MedicalClinic information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=AsociaciondePuertoquenosMedicalClinic_1147_12_0,http://www.apmphila.org/mentalhealth.html","(215) 426-1077  ","3263 North Front St.  Philadelphia , PA  19140 ","19140","info@apmphila.org ","Asociacion de Puertoquenos MedicalClinic information provided by: the Pennsylvania Prison Society APM maintains three behavioral health clinics delivering professional, culturally sensitive treatment and prevention services to more than 2,000 City residents without geographic restriction. All services offer bilingual diagnoses and treatment for their community's mental health issues. All APM Mental Health Clinics provide the following specific services: Individual Therapy Family and Group Therapy Psychiatric Evaluations Psychiatric Intervention Medication Monitoring Anger Management Couples Counseling  "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Assessment & Treatment Alternatives: TAP Program information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=AssessmentTreatmentAlternativesTAPProgram_1147_12_0,http://atainc.org/services/tap.html","(215) 405-2100  ","1225 Vine Street  Philadelphia , PA  19107 ","19107","atainc@dca.net ","Assessment & Treatment Alternatives: TAP Program information provided by: the Pennsylvania Prison Society Assessment & Treatment Alternatives (ATA) is a non-profit, Forensic Mental Health Clinic. ATA specializes in the assessment and treatment formulation for children, adolescents and adults with severe emotional and behavioral problems who are involved in the legal system. Provides a range of forensic mental health services in Philadelphia and the surrounding counties. their staff include psychiatrists, psychologists, social workers, and case managers. Intensive and ongoing education, training and supervision for their staff, insure patients have access to the most experienced clinicians. "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Men's Resource Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MensResourceCenter_1147_12_0,http://www.themensresourcecenter.org/","(215) 564-0488  ","1601 Walnut Street, Suite 1017  Philadelphia , PA ","","MRCphiladelphia@gmail.com ","Men's Resource Center information provided by: the Pennsylvania Prison Society The Men's Resource Center of Philadelphia is dedicated to helping men discover, develop, and celebrate their humanity. We seek to free men of the rigid male training that erodes their lives and relationships. Their goal is to help men redefine and revisit their roles so they can experience full humanity and establish respectful lives. "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Menergy information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=Menergy_1147_12_0,http://www.menergy.org/","(215) 242-2235  ","7500 Germantown Avenue  Philadelphia , PA  19119 ","19119","","Menergy information provided by: the Pennsylvania Prison Society Evaluation of risk and abuse need not include physical violence to be considered for treatment. "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Mothers In Charge information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MothersInCharge_1147_12_0,http://www.mothersincharge.org/","(267) 273-0129","1415 North Broad Street  Philadelphia , PA  19122 ","19122","vernetta_burger@yahoo.com, lbyrd@mothersincharge.org, momsforpeace@aol.com ","Mothers In Charge information provided by: the Pennsylvania Prison Society Aims to reduce the number of violent acts in their communities and provide support and education on violence prevention to children, families and the community. "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Religious Society of Friends/Quakers: PA Alternatives to Violence Project information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ReligiousSocietyofFriendsQuakersPAAlternativestoViolenceProject_1147_12_0","(215) 763-6409  ","2001 North Norris Street  Philadelphia , PA ","","","Religious Society of Friends/Quakers: PA Alternatives to Violence Project information provided by: the Pennsylvania Prison Society PA Alternatives to Violence Project sponsors workshop courses in non-violent conflict resolution.  "
"Domestic Violence & Sexual Abuse","Anger Management","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-070&cid=38543","Wedge Recovery Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=WedgeRecoveryCenter_1147_12_0,http://www.wedgepc.com/","(215) 276-3922 ","6701 N Broad St.  Philadelphia , PA  19126 ","19126","RVillagran@WedgePC.com ","Wedge Recovery Center information provided by: the Pennsylvania Prison Society Will only take clients for anger counseling if there is an underlying substance abuse problem. "
"Domestic Violence & Sexual Abuse","Domestic Violence Hotlines","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1500.8000-200&cid=38543","Philadelphia Anti-Drug/Anti-Violence Network (PAAN) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaAntiDrugAntiViolenceNetworkPAAN_1147_12_0,http://www.paannetwork.org//","(215) 940-0550   ","Lehigh Pavilion, Suite 200   Philadelphia  , PA  ","","communications@paan.info  ","Philadelphia Anti-Drug/Anti-Violence Network (PAAN) information provided by: the Pennsylvania Prison Society PAAN provides community safety through direct services that impact upon the drug and violence problems that plague neighborhoods and develops positive alternatives for youth. Responds to crisis situations, conducts conflict resolution sessions, provides education and training programs, and responds to hotline calls.  "
"Domestic Violence & Sexual Abuse","Domestic Violence Shelters","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-1800.1500-100&cid=38543","Lutheran Settlement House: Frankford Ave. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LutheranSettlementHouseFrankfordAve_1147_12_0,http://www.lutheransettlement.org","(215) 426-8610, ext. 235 ","1340 Frankford Avenue  Philadelphia , PA  19125 ","19125","info@lutheransettlement.org ","Lutheran Settlement House: Frankford Ave. information provided by: the Pennsylvania Prison Society Provides domestic and sexual violence education services. "
"Domestic Violence & Sexual Abuse","Domestic Violence Shelters","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-1800.1500-100&cid=38543","Pennsylvania Coalition Against Domestic Violence information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PennsylvaniaCoalitionAgainstDomesticViolence_1147_12_0,http://www.pcadv.org","(800) 932-4632  ","3605 Vartan Way, Suite 101  Harrisburg , PA  17110 ","17110","pdierkers@pcadv.org ","Pennsylvania Coalition Against Domestic Violence information provided by: the Pennsylvania Prison Society Provides referrals for shelters and domestic violence service provider advocacy, advice and training "
"Domestic Violence & Sexual Abuse","Family Violence Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-4500.1800&cid=38543","COMHAR (formerly Community Organization for Mental Health and Retardation) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=COMHARformerlyCommunityOrganizationforMentalHealthandRetardation_1147_12_0,http://comhar.org/","(215) 203-3000 ","100 West Lehigh Avenue  Philadelphia , PA  19133 ","19133","","COMHAR (formerly Community Organization for Mental Health and Retardation) information provided by: the Pennsylvania Prison Society Provides a wide variety of programs for individuals and families affected by mental health or intellectual disability issues.  "
"Domestic Violence & Sexual Abuse","Family Violence Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-4500.1800&cid=38543","Enon Tabernacle Baptist Church information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=EnonTabernacleBaptistChurch_1147_12_0,http://enontab.org","(215) 276-7200 ext. 1009 ","2800 Cheltenham Ave.  Philadelphia , PA  19150 ","19150","acolley@enontab.org  ","Enon Tabernacle Baptist Church information provided by: the Pennsylvania Prison Society Provides children and family services, mentoring, domestic/sexual violence education, drug/alcohol support groups, GED education, employment referrals, legal/reentry services. "
"Domestic Violence & Sexual Abuse","Family Violence Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-4500.1800&cid=38543","Lutheran Settlement House: Frankford Ave. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LutheranSettlementHouseFrankfordAve_1147_12_0,http://www.lutheransettlement.org","(215) 426-8610, ext. 235 ","1340 Frankford Avenue  Philadelphia , PA  19125 ","19125","info@lutheransettlement.org ","Lutheran Settlement House: Frankford Ave. information provided by: the Pennsylvania Prison Society Provides domestic and sexual violence education services. "
